"id","word_en","word_de","part_of_speech","topic","status","correct_streak","times_seen","wrong_count","half_count","last_seen","last_result","difficulty","notes"
"seed-276","to tidy up","aufräumen","verb","haushalt","new","0","0","0","0","","","B1",""
"seed-277","to air the room","lüften","verb","haushalt","new","0","0","0","0","","","B1",""
"seed-278","to heat","heizen","verb","haushalt","new","0","0","0","0","","","B1",""
"seed-279","to cook","kochen","verb","haushalt","new","0","0","0","0","","","B1",""
"seed-280","to bake","backen","verb","haushalt","new","0","0","0","0","","","B1",""
"seed-281","to mop","wischen","verb","haushalt","new","0","0","0","0","","","B1",""
"seed-282","to move in","einziehen","verb","haushalt","new","0","0","0","0","","","B1",""
"seed-283","to move out","ausziehen","verb","haushalt","new","0","0","0","0","","","B1",""
"seed-284","to move house","umziehen","verb","haushalt","new","0","0","0","0","","","B1",""
"seed-285","to lock","abschließen","verb","haushalt","new","0","0","0","0","","","B1",""
"seed-286","to unlock","aufschließen","verb","haushalt","new","0","0","0","0","","","B1",""
"seed-287","clean","sauber","adjective","haushalt","new","0","0","0","0","","","B1",""
"seed-288","dirty","schmutzig","adjective","haushalt","new","0","0","0","0","","","B1",""
"seed-289","cozy","gemütlich","adjective","haushalt","new","0","0","0","0","","","B1",""
"seed-290","loud","laut","adjective","haushalt","new","0","0","0","0","","","B1",""
"seed-291","quiet","ruhig","adjective","haushalt","learning","1","3","0","1","2026-07-13","correct","B1",""
"seed-292","bright","hell","adjective","haushalt","new","0","0","0","0","","","B1",""
"seed-293","dark","dunkel","adjective","haushalt","new","0","0","0","0","","","B1",""
"seed-294","wet","nass","adjective","haushalt","new","0","0","0","0","","","B1",""
"seed-295","dry","trocken","adjective","haushalt","new","0","0","0","0","","","B1",""
"seed-296","the stop","die Haltestelle","noun","transport","new","0","0","0","0","","","B1",""
"seed-297","the subway","die U-Bahn","noun","transport","new","0","0","0","0","","","B1",""
"seed-298","the city train","die S-Bahn","noun","transport","new","0","0","0","0","","","B1",""
"seed-299","the tram","die Straßenbahn","noun","transport","new","0","0","0","0","","","B1",""
"seed-300","the bus","der Bus","noun","transport","new","0","0","0","0","","","B1",""
"seed-301","the train","der Zug","noun","transport","new","0","0","0","0","","","B1",""
"seed-302","the track","das Gleis","noun","transport","new","0","0","0","0","","","B1",""
"seed-303","the connection","die Verbindung","noun","transport","learning","1","2","0","0","2026-07-12","correct","B1",""
"seed-304","the timetable","der Fahrplan","noun","transport","new","0","0","0","0","","","B1",""
"seed-305","the departure","die Abfahrt","noun","transport","new","0","0","0","0","","","B1",""
"seed-306","the arrival","die Ankunft","noun","transport","new","0","0","0","0","","","B1",""
"seed-307","the connecting train","der Anschluss","noun","transport","new","0","0","0","0","","","B1",""
"seed-308","the direction","die Richtung","noun","transport","new","0","0","0","0","","","B1",""
"seed-309","the line","die Linie","noun","transport","new","0","0","0","0","","","B1",""
"seed-310","the fare zone","die Zone","noun","transport","new","0","0","0","0","","","B1",""
"seed-311","the ticket","der Fahrschein","noun","transport","new","0","0","0","0","","","B1",""
"seed-312","the ticket check","die Kontrolle","noun","transport","new","0","0","0","0","","","B1",""
"seed-313","the ticket inspector","der Kontrolleur","noun","transport","new","0","0","0","0","","","B1",""
"seed-314","the construction site","die Baustelle","noun","transport","new","0","0","0","0","","","B1",""
"seed-315","the detour","die Umleitung","noun","transport","new","0","0","0","0","","","B1",""
"seed-316","the traffic jam","der Stau","noun","transport","new","0","0","0","0","","","B1",""
"seed-317","the highway","die Autobahn","noun","transport","new","0","0","0","0","","","B1",""
"seed-318","the exit","die Ausfahrt","noun","transport","new","0","0","0","0","","","B1",""
"seed-319","the entrance","die Einfahrt","noun","transport","new","0","0","0","0","","","B1",""
"seed-320","the parking space","der Parkplatz","noun","transport","new","0","0","0","0","","","B1",""
"seed-321","the parking garage","das Parkhaus","noun","transport","new","0","0","0","0","","","B1",""
"seed-322","the gas station","die Tankstelle","noun","transport","new","0","0","0","0","","","B1",""
"seed-323","the driving license","der Führerschein","noun","transport","new","0","0","0","0","","","B1",""
"seed-324","the car","das Auto","noun","transport","new","0","0","0","0","","","B1",""
"seed-325","the tire","der Reifen","noun","transport","new","0","0","0","0","","","B1",""
"seed-326","the workshop","die Werkstatt","noun","transport","new","0","0","0","0","","","B1",""
"seed-327","the traffic light","die Ampel","noun","transport","new","0","0","0","0","","","B1",""
"seed-328","the pedestrian","der Fußgänger","noun","transport","new","0","0","0","0","","","B1","Female: die Fußgängerin."
"seed-329","the crosswalk","der Zebrastreifen","noun","transport","new","0","0","0","0","","","B1",""
"seed-330","to drive","fahren","verb","transport","new","0","0","0","0","","","B1",""
"seed-331","to leave by vehicle","losfahren","verb","transport","new","0","0","0","0","","","B1",""
"seed-332","to arrive","ankommen","verb","transport","new","0","0","0","0","","","B1",""
"seed-333","to get in","einsteigen","verb","transport","new","0","0","0","0","","","B1",""
"seed-334","to get out","aussteigen","verb","transport","new","0","0","0","0","","","B1",""
"seed-335","to park","parken","verb","transport","new","0","0","0","0","","","B1",""
"seed-336","to park into a space","einparken","verb","transport","new","0","0","0","0","","","B1",""
"seed-337","to refuel","tanken","verb","transport","new","0","0","0","0","","","B1",""
"seed-338","to brake","bremsen","verb","transport","new","0","0","0","0","","","B1",""
"seed-339","to overtake","überholen","verb","transport","new","0","0","0","0","","","B1",""
"seed-340","to turn","abbiegen","verb","transport","new","0","0","0","0","","","B1",""
"seed-341","delayed","verspätet","adjective","transport","new","0","0","0","0","","","B1",""
"seed-342","direct","direkt","adjective","transport","new","0","0","0","0","","","B1",""
"seed-343","fast","schnell","adjective","transport","new","0","0","0","0","","","B1",""
"seed-344","slow","langsam","adjective","transport","learning","1","2","0","0","2026-07-13","correct","B1",""
"seed-345","the doctor","der Arzt","noun","gesundheit","new","0","0","0","0","","","B1","Female: die Ärztin."
"seed-346","the medical practice","die Praxis","noun","gesundheit","mastered","3","6","1","1","2026-07-17","correct","B1",""
"seed-347","the family doctor","der Hausarzt","noun","gesundheit","new","0","0","0","0","","","B1","Female: die Hausärztin."
"seed-348","the specialist doctor","der Facharzt","noun","gesundheit","learning","2","4","1","0","2026-07-16","correct","B1","Female: die Fachärztin."
"seed-349","the hospital","das Krankenhaus","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-350","the clinic","die Klinik","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-351","the emergency room","die Notaufnahme","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-352","the emergency call","der Notruf","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-353","the examination","die Untersuchung","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-354","the treatment","die Behandlung","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-355","the diagnosis","die Diagnose","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-356","the therapy","die Therapie","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-357","the medication","das Medikament","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-358","the tablet","die Tablette","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-359","the ointment","die Salbe","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-360","the vaccination","die Impfung","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-361","the referral","die Überweisung","noun","gesundheit","mastered","3","8","3","0","2026-07-17","correct","B1","Also used for a bank transfer."
"seed-362","the health insurance company","die Krankenkasse","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-363","the insurance card","die Versichertenkarte","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-364","the symptom","das Symptom","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-365","the allergy","die Allergie","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-366","the cold","die Erkältung","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-367","the flu","die Grippe","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-368","the cough","der Husten","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-369","the runny nose","der Schnupfen","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-370","the sore throat","die Halsschmerzen","noun","gesundheit","new","0","0","0","0","","","B1","Usually plural in German."
"seed-371","the back","der Rücken","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-372","the stomach","der Bauch","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-373","the head","der Kopf","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-374","the arm","der Arm","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-375","the leg","das Bein","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-376","the hand","die Hand","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-377","the foot","der Fuß","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-378","the eye","das Auge","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-379","the ear","das Ohr","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-380","the tooth","der Zahn","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-381","the dentist","der Zahnarzt","noun","gesundheit","new","0","0","0","0","","","B1","Female: die Zahnärztin."
"seed-382","to examine","untersuchen","verb","gesundheit","new","0","0","0","0","","","B1",""
"seed-383","to treat","behandeln","verb","gesundheit","new","0","0","0","0","","","B1",""
"seed-384","to prescribe","verschreiben","verb","gesundheit","new","0","0","0","0","","","B1",""
"seed-385","to take medicine","einnehmen","verb","gesundheit","new","0","0","0","0","","","B1",""
"seed-386","to measure","messen","verb","gesundheit","new","0","0","0","0","","","B1",""
"seed-387","to injure oneself","sich verletzen","verb","gesundheit","new","0","0","0","0","","","B1",""
"seed-388","to hurt","weh tun","phrase","gesundheit","new","0","0","0","0","","","B1",""
"seed-389","to rest","sich ausruhen","verb","gesundheit","new","0","0","0","0","","","B1",""
"seed-390","to get healthy","gesund werden","phrase","gesundheit","new","0","0","0","0","","","B1",""
"seed-391","healthy","gesund","adjective","gesundheit","new","0","0","0","0","","","B1",""
"seed-392","weak","schwach","adjective","gesundheit","new","0","0","0","0","","","B1",""
"seed-393","strong","stark","adjective","gesundheit","new","0","0","0","0","","","B1",""
"seed-394","contagious","ansteckend","adjective","gesundheit","new","0","0","0","0","","","B1",""
"seed-395","tired","müde","adjective","gesundheit","mastered","3","4","0","0","2026-07-13","correct","B1",""
"seed-396","the application form request","der Antrag","noun","behörden","new","0","0","0","0","","","B2",""
"seed-397","the certificate","die Bescheinigung","noun","behörden","new","0","0","0","0","","","B2",""
"seed-398","the birth certificate","die Geburtsurkunde","noun","behörden","new","0","0","0","0","","","B2",""
"seed-399","the registration certificate","die Meldebescheinigung","noun","behörden","new","0","0","0","0","","","B2",""
"seed-400","the passport","der Reisepass","noun","behörden","new","0","0","0","0","","","B2",""
"seed-401","the national ID card","der Personalausweis","noun","behörden","new","0","0","0","0","","","B2",""
"seed-402","the visa","das Visum","noun","behörden","new","0","0","0","0","","","B2",""
"seed-403","the stay","der Aufenthalt","noun","behörden","new","0","0","0","0","","","B2",""
"seed-404","the work permit","die Arbeitserlaubnis","noun","behörden","new","0","0","0","0","","","B2",""
"seed-405","the tax ID number","die Steueridentifikationsnummer","noun","behörden","new","0","0","0","0","","","B2",""
"seed-406","the tax return","die Steuererklärung","noun","behörden","new","0","0","0","0","","","B2",""
"seed-407","the tax office","das Finanzamt","noun","behörden","new","0","0","0","0","","","B2",""
"seed-408","the immigration office","die Ausländerbehörde","noun","behörden","new","0","0","0","0","","","B2",""
"seed-409","the office as authority","das Amt","noun","behörden","new","0","0","0","0","","","B2",""
"seed-410","the case worker","der Sachbearbeiter","noun","behörden","new","0","0","0","0","","","B2","Female: die Sachbearbeiterin."
"seed-411","the waiting number","die Wartemarke","noun","behörden","new","0","0","0","0","","","B2",""
"seed-412","the number","die Nummer","noun","behörden","new","0","0","0","0","","","B2",""
"seed-413","the counter","der Schalter","noun","behörden","new","0","0","0","0","","","B2",""
"seed-414","the signature","die Unterschrift","noun","behörden","new","0","0","0","0","","","B2",""
"seed-415","the copy","die Kopie","noun","behörden","new","0","0","0","0","","","B2",""
"seed-416","the original","das Original","noun","behörden","new","0","0","0","0","","","B2",""
"seed-417","the translation","die Übersetzung","noun","behörden","new","0","0","0","0","","","B2",""
"seed-418","the stamp","der Stempel","noun","behörden","new","0","0","0","0","","","B2",""
"seed-419","the fee","die Gebühr","noun","behörden","new","0","0","0","0","","","B2",""
"seed-420","the reminder letter","die Mahnung","noun","behörden","new","0","0","0","0","","","B2",""
"seed-421","the email address","die E-Mail-Adresse","noun","behörden","new","0","0","0","0","","","B2",""
"seed-422","the letter","der Brief","noun","behörden","new","0","0","0","0","","","B2",""
"seed-423","the mailbox","der Briefkasten","noun","behörden","new","0","0","0","0","","","B2",""
"seed-424","the appointment confirmation","die Terminbestätigung","noun","behörden","new","0","0","0","0","","","B2",""
"seed-425","the waiting time","die Wartezeit","noun","behörden","learning","0","1","0","0","2026-06-29","correct","B2",""
"seed-426","the processing time","die Bearbeitungszeit","noun","behörden","new","0","0","0","0","","","B2",""
"seed-427","the decision notice","der Bescheid","noun","behörden","new","0","0","0","0","","","B2",""
"seed-428","the permit","die Erlaubnis","noun","behörden","new","0","0","0","0","","","B2",""
"seed-429","the obligation","die Pflicht","noun","behörden","new","0","0","0","0","","","B2",""
"seed-430","to apply for","beantragen","verb","behörden","new","0","0","0","0","","","B2",""
"seed-431","to confirm","bestätigen","verb","behörden","new","0","0","0","0","","","B2",""
"seed-432","to copy","kopieren","verb","behörden","new","0","0","0","0","","","B2",""
"seed-433","to certify","beglaubigen","verb","behörden","new","0","0","0","0","","","B2",""
"seed-434","to pay","bezahlen","verb","behörden","mastered","6","6","0","0","2026-07-09","correct","B2",""
"seed-435","to bring along","mitbringen","verb","behörden","learning","0","1","0","0","2026-06-17","correct","B2",""
"seed-436","to check","prüfen","verb","behörden","mastered","6","6","0","0","2026-07-09","correct","B2",""
"seed-437","to approve","genehmigen","verb","behörden","new","0","0","0","0","","","B2",""
"seed-438","to reject","ablehnen","verb","behörden","new","0","0","0","0","","","B2",""
"seed-439","to extend","verlängern","verb","behörden","new","0","0","0","0","","","B2",""
"seed-440","to deregister","abmelden","verb","behörden","new","0","0","0","0","","","B2",""
"seed-441","to change registration","ummelden","verb","behörden","new","0","0","0","0","","","B2",""
"seed-442","required","erforderlich","adjective","behörden","new","0","0","0","0","","","B2",""
"seed-443","complete","vollständig","adjective","behörden","mastered","3","3","0","0","2026-07-09","correct","B2",""
"seed-444","incomplete","unvollständig","adjective","behörden","new","0","0","0","0","","","B2",""
"seed-445","official","offiziell","adjective","behörden","new","0","0","0","0","","","B2",""
"seed-446","personal in person","persönlich","adjective","behörden","new","0","0","0","0","","","B2",""
"seed-447","written","schriftlich","adjective","behörden","new","0","0","0","0","","","B2",""
"seed-448","the friend","der Freund","noun","freizeit","new","0","0","0","0","","","B1","Female: die Freundin."
"seed-449","the family","die Familie","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-450","the visit","der Besuch","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-451","the guest","der Gast","noun","freizeit","learning","2","4","1","0","2026-07-17","correct","B1",""
"seed-452","the party","die Party","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-453","the celebration","die Feier","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-454","the birthday","der Geburtstag","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-455","the gift","das Geschenk","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-456","the music","die Musik","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-457","the movie","der Film","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-458","the series","die Serie","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-459","the book","das Buch","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-460","the newspaper","die Zeitung","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-461","the game","das Spiel","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-462","the sport","der Sport","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-463","the gym","das Fitnessstudio","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-464","the swimming pool","das Schwimmbad","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-465","the park","der Park","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-466","the lake","der See","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-467","the forest","der Wald","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-468","the trip","die Reise","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-469","the vacation","der Urlaub","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-470","the accommodation","die Unterkunft","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-471","the hotel","das Hotel","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-472","the holiday apartment","die Ferienwohnung","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-473","the excursion","der Ausflug","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-474","the concert","das Konzert","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-475","the theater","das Theater","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-476","the cinema","das Kino","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-477","the museum","das Museum","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-478","the restaurant","das Restaurant","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-479","the cafe","das Café","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-480","the pub","die Kneipe","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-481","the reservation","die Reservierung","noun","freizeit","learning","2","4","1","0","2026-07-17","correct","B1",""
"seed-482","the bill at a restaurant","die Rechnung","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-483","to invite","einladen","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-484","to visit","besuchen","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-485","to celebrate","feiern","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-486","to give a gift","schenken","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-487","to read","lesen","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-488","to watch","schauen","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-489","to play","spielen","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-490","to train","trainieren","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-491","to swim","schwimmen","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-492","to go for a walk","spazieren gehen","phrase","freizeit","new","0","0","0","0","","","B1",""
"seed-493","to travel","reisen","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-494","to book","buchen","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-495","to enjoy","genießen","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-496","to meet","sich treffen","verb","freizeit","learning","1","1","0","0","2026-07-13","correct","B1",""
"seed-497","to arrange to meet","sich verabreden","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-498","to laugh","lachen","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-499","to tell a story","erzählen","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-500","tasty","lecker","adjective","freizeit","new","0","0","0","0","","","B1",""
"seed-501","boring","langweilig","adjective","freizeit","new","0","0","0","0","","","B1",""
"seed-502","exciting","spannend","adjective","freizeit","new","0","0","0","0","","","B1",""
"seed-503","interesting","interessant","adjective","freizeit","new","0","0","0","0","","","B1",""
"seed-504","free of charge","kostenlos","adjective","freizeit","new","0","0","0","0","","","B1",""
"seed-505","fully booked","ausgebucht","adjective","freizeit","new","0","0","0","0","","","B1",""
"seed-506","happy","glücklich","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-507","sad","traurig","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-508","angry","wütend","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-509","disappointed","enttäuscht","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-510","satisfied","zufrieden","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-511","dissatisfied","unzufrieden","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-512","proud","stolz","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-513","uncertain","unsicher","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-514","safe or certain","sicher","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-515","nervous","nervös","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-516","calm","ruhig","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-517","stressed","gestresst","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-518","surprised","überrascht","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-519","grateful","dankbar","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-520","lonely","einsam","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-521","in love","verliebt","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-522","jealous","eifersüchtig","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-523","hopeful","hoffnungsvoll","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-524","clueless","ratlos","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-525","the joy","die Freude","noun","gefühle","new","0","0","0","0","","","B1",""
"seed-526","the sadness","die Trauer","noun","gefühle","new","0","0","0","0","","","B1",""
"seed-527","the anger","die Wut","noun","gefühle","new","0","0","0","0","","","B1",""
"seed-528","the disappointment","die Enttäuschung","noun","gefühle","new","0","0","0","0","","","B1",""
"seed-529","the satisfaction","die Zufriedenheit","noun","gefühle","new","0","0","0","0","","","B1",""
"seed-530","the worry","die Sorge","noun","gefühle","new","0","0","0","0","","","B1",""
"seed-531","the stress","der Stress","noun","gefühle","new","0","0","0","0","","","B1",""
"seed-532","the surprise","die Überraschung","noun","gefühle","new","0","0","0","0","","","B1",""
"seed-533","the pride","der Stolz","noun","gefühle","new","0","0","0","0","","","B1",""
"seed-534","the trust","das Vertrauen","noun","gefühle","new","0","0","0","0","","","B1",""
"seed-535","to be happy about","sich freuen","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-536","to get annoyed","sich ärgern","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-537","to worry","sich Sorgen machen","phrase","gefühle","new","0","0","0","0","","","B1",""
"seed-538","to miss someone","vermissen","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-539","to hope","hoffen","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-540","to doubt","zweifeln","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-541","to be ashamed","sich schämen","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-542","to be bored","sich langweilen","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-543","to calm down","sich beruhigen","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-544","to apologize","sich entschuldigen","verb","gefühle","mastered","3","7","2","0","2026-07-21","correct","B1",""
"seed-545","to thank","danken","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-546","to argue","streiten","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-547","to discuss","diskutieren","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-548","to explain","erklären","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-549","to listen","zuhören","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-550","to ask a follow-up question","nachfragen","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-551","the goal","das Ziel","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-552","the plan","der Plan","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-553","the idea","die Idee","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-554","the suggestion","der Vorschlag","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-555","the possibility","die Möglichkeit","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-556","the opportunity","die Gelegenheit","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-557","the problem","das Problem","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-558","the difficulty","die Schwierigkeit","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-559","the question","die Frage","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-560","the answer","die Antwort","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-561","the cause","die Ursache","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-562","the consequence","die Folge","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-563","the result","das Ergebnis","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-564","the difference","der Unterschied","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-565","the similarity","die Ähnlichkeit","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-566","the rule","die Regel","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-567","the exception","die Ausnahme","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-568","the explanation","die Erklärung","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-569","the example","das Beispiel","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-570","the meaning","die Bedeutung","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-571","the connection","der Zusammenhang","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-572","the condition","die Bedingung","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-573","the change","die Veränderung","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-574","the improvement","die Verbesserung","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-575","the development","die Entwicklung","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-576","the progress","der Fortschritt","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-577","the future","die Zukunft","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-578","the past","die Vergangenheit","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-579","the present","die Gegenwart","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-580","the situation","die Situation","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-581","the topic","das Thema","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-582","the detail","das Detail","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-583","the overview","der Überblick","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-584","the focus","der Fokus","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-585","the priority","die Priorität","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-586","to understand","verstehen","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-587","to justify","begründen","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-588","to prove","beweisen","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-589","to consider","überlegen","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-590","to think about","nachdenken","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-591","to believe","glauben","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-592","to mean as opinion","meinen","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-593","to notice or determine","feststellen","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-594","to recognize","erkennen","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-595","to expect","erwarten","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-596","to assume","vermuten","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-597","to change","ändern","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-598","to manage","schaffen","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-599","to fail","scheitern","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-600","to succeed","gelingen","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-601","to influence","beeinflussen","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-602","to affect","betreffen","verb","abstrakt","new","0","0","0","0","","","B1",""
